point_name,building,unit,system,variable,source_type,protocol_preferred,address_type,address,data_type,engineering_unit,polling_seconds,writable,active
A_A739_ROOM_SETPOINT_C,A,A739,ROOM,SETPOINT_C,room,bacnet,object_instance,10459,float,C,30,false,true
A_A739_ROOM_HUMIDITY_RH,A,A739,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10460,float,%,30,false,true
A_A740_ROOM_ELECTRICITY_KWH,A,A740,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1151,float,kWh,30,false,true
A_A740_ROOM_WATER_COLD_M3,A,A740,ROOM,WATER_COLD_M3,room,modbus,holding_register,1153,float,m3,30,false,true
A_A740_ROOM_WATER_HOT_M3,A,A740,ROOM,WATER_HOT_M3,room,modbus,holding_register,1155,float,m3,30,false,true
A_A740_ROOM_FC_KWH,A,A740,ROOM,FC_KWH,room,modbus,holding_register,1157,float,kWh,30,false,true
A_A740_ROOM_RETURN_TEMP_C,A,A740,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1159,float,C,30,false,true
A_A740_ROOM_LEAK_ALARM,A,A740,ROOM,LEAK_ALARM,room,bacnet,object_instance,10461,bool,bool,30,false,true
A_A740_ROOM_OCCUPANCY,A,A740,ROOM,OCCUPANCY,room,bacnet,object_instance,10462,bool,bool,30,false,true
A_A740_ROOM_SETPOINT_C,A,A740,ROOM,SETPOINT_C,room,bacnet,object_instance,10463,float,C,30,false,true
A_A740_ROOM_HUMIDITY_RH,A,A740,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10464,float,%,30,false,true
A_A741_ROOM_ELECTRICITY_KWH,A,A741,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1161,float,kWh,30,false,true
A_A741_ROOM_WATER_COLD_M3,A,A741,ROOM,WATER_COLD_M3,room,modbus,holding_register,1163,float,m3,30,false,true
A_A741_ROOM_WATER_HOT_M3,A,A741,ROOM,WATER_HOT_M3,room,modbus,holding_register,1165,float,m3,30,false,true
A_A741_ROOM_FC_KWH,A,A741,ROOM,FC_KWH,room,modbus,holding_register,1167,float,kWh,30,false,true
A_A741_ROOM_RETURN_TEMP_C,A,A741,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1169,float,C,30,false,true
A_A741_ROOM_LEAK_ALARM,A,A741,ROOM,LEAK_ALARM,room,bacnet,object_instance,10465,bool,bool,30,false,true
A_A741_ROOM_OCCUPANCY,A,A741,ROOM,OCCUPANCY,room,bacnet,object_instance,10466,bool,bool,30,false,true
A_A741_ROOM_SETPOINT_C,A,A741,ROOM,SETPOINT_C,room,bacnet,object_instance,10467,float,C,30,false,true
A_A741_ROOM_HUMIDITY_RH,A,A741,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10468,float,%,30,false,true
A_A742_ROOM_ELECTRICITY_KWH,A,A742,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1171,float,kWh,30,false,true
A_A742_ROOM_WATER_COLD_M3,A,A742,ROOM,WATER_COLD_M3,room,modbus,holding_register,1173,float,m3,30,false,true
A_A742_ROOM_WATER_HOT_M3,A,A742,ROOM,WATER_HOT_M3,room,modbus,holding_register,1175,float,m3,30,false,true
A_A742_ROOM_FC_KWH,A,A742,ROOM,FC_KWH,room,modbus,holding_register,1177,float,kWh,30,false,true
A_A742_ROOM_RETURN_TEMP_C,A,A742,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1179,float,C,30,false,true
A_A742_ROOM_LEAK_ALARM,A,A742,ROOM,LEAK_ALARM,room,bacnet,object_instance,10469,bool,bool,30,false,true
A_A742_ROOM_OCCUPANCY,A,A742,ROOM,OCCUPANCY,room,bacnet,object_instance,10470,bool,bool,30,false,true
A_A742_ROOM_SETPOINT_C,A,A742,ROOM,SETPOINT_C,room,bacnet,object_instance,10471,float,C,30,false,true
A_A742_ROOM_HUMIDITY_RH,A,A742,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10472,float,%,30,false,true
A_A743_ROOM_ELECTRICITY_KWH,A,A743,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1181,float,kWh,30,false,true
A_A743_ROOM_WATER_COLD_M3,A,A743,ROOM,WATER_COLD_M3,room,modbus,holding_register,1183,float,m3,30,false,true
A_A743_ROOM_WATER_HOT_M3,A,A743,ROOM,WATER_HOT_M3,room,modbus,holding_register,1185,float,m3,30,false,true
A_A743_ROOM_FC_KWH,A,A743,ROOM,FC_KWH,room,modbus,holding_register,1187,float,kWh,30,false,true
A_A743_ROOM_RETURN_TEMP_C,A,A743,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1189,float,C,30,false,true
A_A743_ROOM_LEAK_ALARM,A,A743,ROOM,LEAK_ALARM,room,bacnet,object_instance,10473,bool,bool,30,false,true
A_A743_ROOM_OCCUPANCY,A,A743,ROOM,OCCUPANCY,room,bacnet,object_instance,10474,bool,bool,30,false,true
A_A743_ROOM_SETPOINT_C,A,A743,ROOM,SETPOINT_C,room,bacnet,object_instance,10475,float,C,30,false,true
A_A743_ROOM_HUMIDITY_RH,A,A743,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10476,float,%,30,false,true
B_B101_ROOM_ELECTRICITY_KWH,B,B101,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1191,float,kWh,30,false,true
B_B101_ROOM_WATER_COLD_M3,B,B101,ROOM,WATER_COLD_M3,room,modbus,holding_register,1193,float,m3,30,false,true
B_B101_ROOM_WATER_HOT_M3,B,B101,ROOM,WATER_HOT_M3,room,modbus,holding_register,1195,float,m3,30,false,true
B_B101_ROOM_FC_KWH,B,B101,ROOM,FC_KWH,room,modbus,holding_register,1197,float,kWh,30,false,true
B_B101_ROOM_RETURN_TEMP_C,B,B101,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1199,float,C,30,false,true
B_B101_ROOM_LEAK_ALARM,B,B101,ROOM,LEAK_ALARM,room,bacnet,object_instance,10477,bool,bool,30,false,true
B_B101_ROOM_OCCUPANCY,B,B101,ROOM,OCCUPANCY,room,bacnet,object_instance,10478,bool,bool,30,false,true
B_B101_ROOM_SETPOINT_C,B,B101,ROOM,SETPOINT_C,room,bacnet,object_instance,10479,float,C,30,false,true
B_B101_ROOM_HUMIDITY_RH,B,B101,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10480,float,%,30,false,true
B_B102_ROOM_ELECTRICITY_KWH,B,B102,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1201,float,kWh,30,false,true
B_B102_ROOM_WATER_COLD_M3,B,B102,ROOM,WATER_COLD_M3,room,modbus,holding_register,1203,float,m3,30,false,true
B_B102_ROOM_WATER_HOT_M3,B,B102,ROOM,WATER_HOT_M3,room,modbus,holding_register,1205,float,m3,30,false,true
B_B102_ROOM_FC_KWH,B,B102,ROOM,FC_KWH,room,modbus,holding_register,1207,float,kWh,30,false,true
B_B102_ROOM_RETURN_TEMP_C,B,B102,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1209,float,C,30,false,true
B_B102_ROOM_LEAK_ALARM,B,B102,ROOM,LEAK_ALARM,room,bacnet,object_instance,10481,bool,bool,30,false,true
B_B102_ROOM_OCCUPANCY,B,B102,ROOM,OCCUPANCY,room,bacnet,object_instance,10482,bool,bool,30,false,true
B_B102_ROOM_SETPOINT_C,B,B102,ROOM,SETPOINT_C,room,bacnet,object_instance,10483,float,C,30,false,true
B_B102_ROOM_HUMIDITY_RH,B,B102,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10484,float,%,30,false,true
B_B103_ROOM_ELECTRICITY_KWH,B,B103,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1211,float,kWh,30,false,true
B_B103_ROOM_WATER_COLD_M3,B,B103,ROOM,WATER_COLD_M3,room,modbus,holding_register,1213,float,m3,30,false,true
B_B103_ROOM_WATER_HOT_M3,B,B103,ROOM,WATER_HOT_M3,room,modbus,holding_register,1215,float,m3,30,false,true
B_B103_ROOM_FC_KWH,B,B103,ROOM,FC_KWH,room,modbus,holding_register,1217,float,kWh,30,false,true
B_B103_ROOM_RETURN_TEMP_C,B,B103,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1219,float,C,30,false,true
B_B103_ROOM_LEAK_ALARM,B,B103,ROOM,LEAK_ALARM,room,bacnet,object_instance,10485,bool,bool,30,false,true
B_B103_ROOM_OCCUPANCY,B,B103,ROOM,OCCUPANCY,room,bacnet,object_instance,10486,bool,bool,30,false,true
B_B103_ROOM_SETPOINT_C,B,B103,ROOM,SETPOINT_C,room,bacnet,object_instance,10487,float,C,30,false,true
B_B103_ROOM_HUMIDITY_RH,B,B103,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10488,float,%,30,false,true
B_B104_ROOM_ELECTRICITY_KWH,B,B104,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1221,float,kWh,30,false,true
B_B104_ROOM_WATER_COLD_M3,B,B104,ROOM,WATER_COLD_M3,room,modbus,holding_register,1223,float,m3,30,false,true
B_B104_ROOM_WATER_HOT_M3,B,B104,ROOM,WATER_HOT_M3,room,modbus,holding_register,1225,float,m3,30,false,true
B_B104_ROOM_FC_KWH,B,B104,ROOM,FC_KWH,room,modbus,holding_register,1227,float,kWh,30,false,true
B_B104_ROOM_RETURN_TEMP_C,B,B104,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1229,float,C,30,false,true
B_B104_ROOM_LEAK_ALARM,B,B104,ROOM,LEAK_ALARM,room,bacnet,object_instance,10489,bool,bool,30,false,true
B_B104_ROOM_OCCUPANCY,B,B104,ROOM,OCCUPANCY,room,bacnet,object_instance,10490,bool,bool,30,false,true
B_B104_ROOM_SETPOINT_C,B,B104,ROOM,SETPOINT_C,room,bacnet,object_instance,10491,float,C,30,false,true
B_B104_ROOM_HUMIDITY_RH,B,B104,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10492,float,%,30,false,true
B_B105_ROOM_ELECTRICITY_KWH,B,B105,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1231,float,kWh,30,false,true
B_B105_ROOM_WATER_COLD_M3,B,B105,ROOM,WATER_COLD_M3,room,modbus,holding_register,1233,float,m3,30,false,true
B_B105_ROOM_WATER_HOT_M3,B,B105,ROOM,WATER_HOT_M3,room,modbus,holding_register,1235,float,m3,30,false,true
B_B105_ROOM_FC_KWH,B,B105,ROOM,FC_KWH,room,modbus,holding_register,1237,float,kWh,30,false,true
B_B105_ROOM_RETURN_TEMP_C,B,B105,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1239,float,C,30,false,true
B_B105_ROOM_LEAK_ALARM,B,B105,ROOM,LEAK_ALARM,room,bacnet,object_instance,10493,bool,bool,30,false,true
B_B105_ROOM_OCCUPANCY,B,B105,ROOM,OCCUPANCY,room,bacnet,object_instance,10494,bool,bool,30,false,true
B_B105_ROOM_SETPOINT_C,B,B105,ROOM,SETPOINT_C,room,bacnet,object_instance,10495,float,C,30,false,true
B_B105_ROOM_HUMIDITY_RH,B,B105,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10496,float,%,30,false,true
B_B106_ROOM_ELECTRICITY_KWH,B,B106,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1241,float,kWh,30,false,true
B_B106_ROOM_WATER_COLD_M3,B,B106,ROOM,WATER_COLD_M3,room,modbus,holding_register,1243,float,m3,30,false,true
B_B106_ROOM_WATER_HOT_M3,B,B106,ROOM,WATER_HOT_M3,room,modbus,holding_register,1245,float,m3,30,false,true
B_B106_ROOM_FC_KWH,B,B106,ROOM,FC_KWH,room,modbus,holding_register,1247,float,kWh,30,false,true
B_B106_ROOM_RETURN_TEMP_C,B,B106,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1249,float,C,30,false,true
B_B106_ROOM_LEAK_ALARM,B,B106,ROOM,LEAK_ALARM,room,bacnet,object_instance,10497,bool,bool,30,false,true
B_B106_ROOM_OCCUPANCY,B,B106,ROOM,OCCUPANCY,room,bacnet,object_instance,10498,bool,bool,30,false,true
B_B106_ROOM_SETPOINT_C,B,B106,ROOM,SETPOINT_C,room,bacnet,object_instance,10499,float,C,30,false,true
B_B106_ROOM_HUMIDITY_RH,B,B106,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10500,float,%,30,false,true
B_B107_ROOM_ELECTRICITY_KWH,B,B107,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1251,float,kWh,30,false,true
B_B107_ROOM_WATER_COLD_M3,B,B107,ROOM,WATER_COLD_M3,room,modbus,holding_register,1253,float,m3,30,false,true
B_B107_ROOM_WATER_HOT_M3,B,B107,ROOM,WATER_HOT_M3,room,modbus,holding_register,1255,float,m3,30,false,true
B_B107_ROOM_FC_KWH,B,B107,ROOM,FC_KWH,room,modbus,holding_register,1257,float,kWh,30,false,true
B_B107_ROOM_RETURN_TEMP_C,B,B107,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1259,float,C,30,false,true
B_B107_ROOM_LEAK_ALARM,B,B107,ROOM,LEAK_ALARM,room,bacnet,object_instance,10501,bool,bool,30,false,true
B_B107_ROOM_OCCUPANCY,B,B107,ROOM,OCCUPANCY,room,bacnet,object_instance,10502,bool,bool,30,false,true
B_B107_ROOM_SETPOINT_C,B,B107,ROOM,SETPOINT_C,room,bacnet,object_instance,10503,float,C,30,false,true
B_B107_ROOM_HUMIDITY_RH,B,B107,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10504,float,%,30,false,true
B_B108_ROOM_ELECTRICITY_KWH,B,B108,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1261,float,kWh,30,false,true
B_B108_ROOM_WATER_COLD_M3,B,B108,ROOM,WATER_COLD_M3,room,modbus,holding_register,1263,float,m3,30,false,true
B_B108_ROOM_WATER_HOT_M3,B,B108,ROOM,WATER_HOT_M3,room,modbus,holding_register,1265,float,m3,30,false,true
B_B108_ROOM_FC_KWH,B,B108,ROOM,FC_KWH,room,modbus,holding_register,1267,float,kWh,30,false,true
B_B108_ROOM_RETURN_TEMP_C,B,B108,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1269,float,C,30,false,true
B_B108_ROOM_LEAK_ALARM,B,B108,ROOM,LEAK_ALARM,room,bacnet,object_instance,10505,bool,bool,30,false,true
B_B108_ROOM_OCCUPANCY,B,B108,ROOM,OCCUPANCY,room,bacnet,object_instance,10506,bool,bool,30,false,true
B_B108_ROOM_SETPOINT_C,B,B108,ROOM,SETPOINT_C,room,bacnet,object_instance,10507,float,C,30,false,true
B_B108_ROOM_HUMIDITY_RH,B,B108,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10508,float,%,30,false,true
B_B201_ROOM_ELECTRICITY_KWH,B,B201,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1271,float,kWh,30,false,true
B_B201_ROOM_WATER_COLD_M3,B,B201,ROOM,WATER_COLD_M3,room,modbus,holding_register,1273,float,m3,30,false,true
B_B201_ROOM_WATER_HOT_M3,B,B201,ROOM,WATER_HOT_M3,room,modbus,holding_register,1275,float,m3,30,false,true
B_B201_ROOM_FC_KWH,B,B201,ROOM,FC_KWH,room,modbus,holding_register,1277,float,kWh,30,false,true
B_B201_ROOM_RETURN_TEMP_C,B,B201,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1279,float,C,30,false,true
B_B201_ROOM_LEAK_ALARM,B,B201,ROOM,LEAK_ALARM,room,bacnet,object_instance,10509,bool,bool,30,false,true
B_B201_ROOM_OCCUPANCY,B,B201,ROOM,OCCUPANCY,room,bacnet,object_instance,10510,bool,bool,30,false,true
B_B201_ROOM_SETPOINT_C,B,B201,ROOM,SETPOINT_C,room,bacnet,object_instance,10511,float,C,30,false,true
B_B201_ROOM_HUMIDITY_RH,B,B201,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10512,float,%,30,false,true
B_B202_ROOM_ELECTRICITY_KWH,B,B202,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1281,float,kWh,30,false,true
B_B202_ROOM_WATER_COLD_M3,B,B202,ROOM,WATER_COLD_M3,room,modbus,holding_register,1283,float,m3,30,false,true
B_B202_ROOM_WATER_HOT_M3,B,B202,ROOM,WATER_HOT_M3,room,modbus,holding_register,1285,float,m3,30,false,true
B_B202_ROOM_FC_KWH,B,B202,ROOM,FC_KWH,room,modbus,holding_register,1287,float,kWh,30,false,true
B_B202_ROOM_RETURN_TEMP_C,B,B202,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1289,float,C,30,false,true
B_B202_ROOM_LEAK_ALARM,B,B202,ROOM,LEAK_ALARM,room,bacnet,object_instance,10513,bool,bool,30,false,true
B_B202_ROOM_OCCUPANCY,B,B202,ROOM,OCCUPANCY,room,bacnet,object_instance,10514,bool,bool,30,false,true
B_B202_ROOM_SETPOINT_C,B,B202,ROOM,SETPOINT_C,room,bacnet,object_instance,10515,float,C,30,false,true
B_B202_ROOM_HUMIDITY_RH,B,B202,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10516,float,%,30,false,true
B_B203_ROOM_ELECTRICITY_KWH,B,B203,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1291,float,kWh,30,false,true
B_B203_ROOM_WATER_COLD_M3,B,B203,ROOM,WATER_COLD_M3,room,modbus,holding_register,1293,float,m3,30,false,true
B_B203_ROOM_WATER_HOT_M3,B,B203,ROOM,WATER_HOT_M3,room,modbus,holding_register,1295,float,m3,30,false,true
B_B203_ROOM_FC_KWH,B,B203,ROOM,FC_KWH,room,modbus,holding_register,1297,float,kWh,30,false,true
B_B203_ROOM_RETURN_TEMP_C,B,B203,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1299,float,C,30,false,true
B_B203_ROOM_LEAK_ALARM,B,B203,ROOM,LEAK_ALARM,room,bacnet,object_instance,10517,bool,bool,30,false,true
B_B203_ROOM_OCCUPANCY,B,B203,ROOM,OCCUPANCY,room,bacnet,object_instance,10518,bool,bool,30,false,true
B_B203_ROOM_SETPOINT_C,B,B203,ROOM,SETPOINT_C,room,bacnet,object_instance,10519,float,C,30,false,true
B_B203_ROOM_HUMIDITY_RH,B,B203,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10520,float,%,30,false,true
B_B204_ROOM_ELECTRICITY_KWH,B,B204,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1301,float,kWh,30,false,true
B_B204_ROOM_WATER_COLD_M3,B,B204,ROOM,WATER_COLD_M3,room,modbus,holding_register,1303,float,m3,30,false,true
B_B204_ROOM_WATER_HOT_M3,B,B204,ROOM,WATER_HOT_M3,room,modbus,holding_register,1305,float,m3,30,false,true
B_B204_ROOM_FC_KWH,B,B204,ROOM,FC_KWH,room,modbus,holding_register,1307,float,kWh,30,false,true
B_B204_ROOM_RETURN_TEMP_C,B,B204,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1309,float,C,30,false,true
B_B204_ROOM_LEAK_ALARM,B,B204,ROOM,LEAK_ALARM,room,bacnet,object_instance,10521,bool,bool,30,false,true
B_B204_ROOM_OCCUPANCY,B,B204,ROOM,OCCUPANCY,room,bacnet,object_instance,10522,bool,bool,30,false,true
B_B204_ROOM_SETPOINT_C,B,B204,ROOM,SETPOINT_C,room,bacnet,object_instance,10523,float,C,30,false,true
B_B204_ROOM_HUMIDITY_RH,B,B204,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10524,float,%,30,false,true
B_B205_ROOM_ELECTRICITY_KWH,B,B205,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1311,float,kWh,30,false,true
B_B205_ROOM_WATER_COLD_M3,B,B205,ROOM,WATER_COLD_M3,room,modbus,holding_register,1313,float,m3,30,false,true
B_B205_ROOM_WATER_HOT_M3,B,B205,ROOM,WATER_HOT_M3,room,modbus,holding_register,1315,float,m3,30,false,true
B_B205_ROOM_FC_KWH,B,B205,ROOM,FC_KWH,room,modbus,holding_register,1317,float,kWh,30,false,true
B_B205_ROOM_RETURN_TEMP_C,B,B205,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1319,float,C,30,false,true
B_B205_ROOM_LEAK_ALARM,B,B205,ROOM,LEAK_ALARM,room,bacnet,object_instance,10525,bool,bool,30,false,true
B_B205_ROOM_OCCUPANCY,B,B205,ROOM,OCCUPANCY,room,bacnet,object_instance,10526,bool,bool,30,false,true
B_B205_ROOM_SETPOINT_C,B,B205,ROOM,SETPOINT_C,room,bacnet,object_instance,10527,float,C,30,false,true
B_B205_ROOM_HUMIDITY_RH,B,B205,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10528,float,%,30,false,true
B_B206_ROOM_ELECTRICITY_KWH,B,B206,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1321,float,kWh,30,false,true
B_B206_ROOM_WATER_COLD_M3,B,B206,ROOM,WATER_COLD_M3,room,modbus,holding_register,1323,float,m3,30,false,true
B_B206_ROOM_WATER_HOT_M3,B,B206,ROOM,WATER_HOT_M3,room,modbus,holding_register,1325,float,m3,30,false,true
B_B206_ROOM_FC_KWH,B,B206,ROOM,FC_KWH,room,modbus,holding_register,1327,float,kWh,30,false,true
B_B206_ROOM_RETURN_TEMP_C,B,B206,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1329,float,C,30,false,true
B_B206_ROOM_LEAK_ALARM,B,B206,ROOM,LEAK_ALARM,room,bacnet,object_instance,10529,bool,bool,30,false,true
B_B206_ROOM_OCCUPANCY,B,B206,ROOM,OCCUPANCY,room,bacnet,object_instance,10530,bool,bool,30,false,true
B_B206_ROOM_SETPOINT_C,B,B206,ROOM,SETPOINT_C,room,bacnet,object_instance,10531,float,C,30,false,true
B_B206_ROOM_HUMIDITY_RH,B,B206,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10532,float,%,30,false,true
B_B207_ROOM_ELECTRICITY_KWH,B,B207,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1331,float,kWh,30,false,true
B_B207_ROOM_WATER_COLD_M3,B,B207,ROOM,WATER_COLD_M3,room,modbus,holding_register,1333,float,m3,30,false,true
B_B207_ROOM_WATER_HOT_M3,B,B207,ROOM,WATER_HOT_M3,room,modbus,holding_register,1335,float,m3,30,false,true
B_B207_ROOM_FC_KWH,B,B207,ROOM,FC_KWH,room,modbus,holding_register,1337,float,kWh,30,false,true
B_B207_ROOM_RETURN_TEMP_C,B,B207,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1339,float,C,30,false,true
B_B207_ROOM_LEAK_ALARM,B,B207,ROOM,LEAK_ALARM,room,bacnet,object_instance,10533,bool,bool,30,false,true
B_B207_ROOM_OCCUPANCY,B,B207,ROOM,OCCUPANCY,room,bacnet,object_instance,10534,bool,bool,30,false,true
B_B207_ROOM_SETPOINT_C,B,B207,ROOM,SETPOINT_C,room,bacnet,object_instance,10535,float,C,30,false,true
B_B207_ROOM_HUMIDITY_RH,B,B207,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10536,float,%,30,false,true
B_B208_ROOM_ELECTRICITY_KWH,B,B208,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1341,float,kWh,30,false,true
B_B208_ROOM_WATER_COLD_M3,B,B208,ROOM,WATER_COLD_M3,room,modbus,holding_register,1343,float,m3,30,false,true
B_B208_ROOM_WATER_HOT_M3,B,B208,ROOM,WATER_HOT_M3,room,modbus,holding_register,1345,float,m3,30,false,true
B_B208_ROOM_FC_KWH,B,B208,ROOM,FC_KWH,room,modbus,holding_register,1347,float,kWh,30,false,true
B_B208_ROOM_RETURN_TEMP_C,B,B208,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1349,float,C,30,false,true
B_B208_ROOM_LEAK_ALARM,B,B208,ROOM,LEAK_ALARM,room,bacnet,object_instance,10537,bool,bool,30,false,true
B_B208_ROOM_OCCUPANCY,B,B208,ROOM,OCCUPANCY,room,bacnet,object_instance,10538,bool,bool,30,false,true
B_B208_ROOM_SETPOINT_C,B,B208,ROOM,SETPOINT_C,room,bacnet,object_instance,10539,float,C,30,false,true
B_B208_ROOM_HUMIDITY_RH,B,B208,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10540,float,%,30,false,true
B_B301_ROOM_ELECTRICITY_KWH,B,B301,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1351,float,kWh,30,false,true
B_B301_ROOM_WATER_COLD_M3,B,B301,ROOM,WATER_COLD_M3,room,modbus,holding_register,1353,float,m3,30,false,true
B_B301_ROOM_WATER_HOT_M3,B,B301,ROOM,WATER_HOT_M3,room,modbus,holding_register,1355,float,m3,30,false,true
B_B301_ROOM_FC_KWH,B,B301,ROOM,FC_KWH,room,modbus,holding_register,1357,float,kWh,30,false,true
B_B301_ROOM_RETURN_TEMP_C,B,B301,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1359,float,C,30,false,true
B_B301_ROOM_LEAK_ALARM,B,B301,ROOM,LEAK_ALARM,room,bacnet,object_instance,10541,bool,bool,30,false,true
B_B301_ROOM_OCCUPANCY,B,B301,ROOM,OCCUPANCY,room,bacnet,object_instance,10542,bool,bool,30,false,true
B_B301_ROOM_SETPOINT_C,B,B301,ROOM,SETPOINT_C,room,bacnet,object_instance,10543,float,C,30,false,true
B_B301_ROOM_HUMIDITY_RH,B,B301,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10544,float,%,30,false,true
B_B302_ROOM_ELECTRICITY_KWH,B,B302,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1361,float,kWh,30,false,true
B_B302_ROOM_WATER_COLD_M3,B,B302,ROOM,WATER_COLD_M3,room,modbus,holding_register,1363,float,m3,30,false,true
B_B302_ROOM_WATER_HOT_M3,B,B302,ROOM,WATER_HOT_M3,room,modbus,holding_register,1365,float,m3,30,false,true
B_B302_ROOM_FC_KWH,B,B302,ROOM,FC_KWH,room,modbus,holding_register,1367,float,kWh,30,false,true
B_B302_ROOM_RETURN_TEMP_C,B,B302,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1369,float,C,30,false,true
B_B302_ROOM_LEAK_ALARM,B,B302,ROOM,LEAK_ALARM,room,bacnet,object_instance,10545,bool,bool,30,false,true
B_B302_ROOM_OCCUPANCY,B,B302,ROOM,OCCUPANCY,room,bacnet,object_instance,10546,bool,bool,30,false,true
B_B302_ROOM_SETPOINT_C,B,B302,ROOM,SETPOINT_C,room,bacnet,object_instance,10547,float,C,30,false,true
B_B302_ROOM_HUMIDITY_RH,B,B302,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10548,float,%,30,false,true
B_B303_ROOM_ELECTRICITY_KWH,B,B303,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1371,float,kWh,30,false,true
B_B303_ROOM_WATER_COLD_M3,B,B303,ROOM,WATER_COLD_M3,room,modbus,holding_register,1373,float,m3,30,false,true
B_B303_ROOM_WATER_HOT_M3,B,B303,ROOM,WATER_HOT_M3,room,modbus,holding_register,1375,float,m3,30,false,true
B_B303_ROOM_FC_KWH,B,B303,ROOM,FC_KWH,room,modbus,holding_register,1377,float,kWh,30,false,true
B_B303_ROOM_RETURN_TEMP_C,B,B303,ROOM,RETURN_TEMP_C,room,modbus,holding_register,1379,float,C,30,false,true
B_B303_ROOM_LEAK_ALARM,B,B303,ROOM,LEAK_ALARM,room,bacnet,object_instance,10549,bool,bool,30,false,true
B_B303_ROOM_OCCUPANCY,B,B303,ROOM,OCCUPANCY,room,bacnet,object_instance,10550,bool,bool,30,false,true
B_B303_ROOM_SETPOINT_C,B,B303,ROOM,SETPOINT_C,room,bacnet,object_instance,10551,float,C,30,false,true
B_B303_ROOM_HUMIDITY_RH,B,B303,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10552,float,%,30,false,true
B_B304_ROOM_ELECTRICITY_KWH,B,B304,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,1381,float,kWh,30,false,true
